id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
78fe1441-1053-4e91-9d73-6d0a5b61fc21,"""2026-07-04T11:06:38.697Z""",2026-07-04T11:06:38.697000,success,200,POST,,/rest/v1/rpc/check_username_available,"POST | 200 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/rpc/check_username_available | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
e1c58063-a3e0-4821-99f6-751f3a1edd7f,"""2026-07-04T11:06:25.993Z""",2026-07-04T11:06:25.993000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
4164840e-9d3d-48f5-a99f-994203201eda,"""2026-07-04T11:05:25.841Z""",2026-07-04T11:05:25.841000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
fd7efec2-e795-439a-a0c3-8a054c92550e,"""2026-07-04T11:04:25.872Z""",2026-07-04T11:04:25.872000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
05e314e7-0c5c-4d34-af3b-a230580580b0,"""2026-07-04T11:03:25.868Z""",2026-07-04T11:03:25.868000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
990c20cd-a56e-4c8b-9dd2-ce35306a71b4,"""2026-07-04T11:02:25.918Z""",2026-07-04T11:02:25.918000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
4f947cdd-9874-474c-a4a6-f72f9c89aa23,"""2026-07-04T11:01:28.252Z""",2026-07-04T11:01:28.252000,success,00000,,,,connection received: host=2406:da18:19fc:1d01:7440:477a:e333:b432 port=34710,{},[],postgres,0,null,[],null
9ff748ee-4f48-4e87-a6d1-309a11e96b92,"""2026-07-04T11:01:28.246Z""",2026-07-04T11:01:28.246000,success,00000,,,,connection received: host=2406:da18:19fc:1d01:7440:477a:e333:b432 port=34698,{},[],postgres,0,null,[],null
ef147208-2f0c-4209-99ce-29b5118288af,"""2026-07-04T11:01:28.243Z""",2026-07-04T11:01:28.243000,success,00000,,,,connection received: host=2406:da18:19fc:1d01:7440:477a:e333:b432 port=34696,{},[],postgres,0,null,[],null
dff6d72c-21d6-4992-a91d-c617155cc8ca,"""2026-07-04T11:01:28.242Z""",2026-07-04T11:01:28.242000,success,00000,,,,connection received: host=2406:da18:19fc:1d01:7440:477a:e333:b432 port=34686,{},[],postgres,0,null,[],null
5fad6c3c-361d-4757-a05d-c7ec1a119e9e,"""2026-07-04T11:01:25.926Z""",2026-07-04T11:01:25.926000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
6b066008-b5c3-43ee-ac85-b70f368230e8,"""2026-07-04T11:00:25.853Z""",2026-07-04T11:00:25.853000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
659883a7-6ae2-4405-bb6c-c91f0e9ed984,"""2026-07-04T10:59:25.982Z""",2026-07-04T10:59:25.982000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
1f3390bf-89e9-4bad-b371-e6def887cdde,"""2026-07-04T10:58:25.873Z""",2026-07-04T10:58:25.873000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
df570d2c-c2ad-4532-8f0f-2626003c9f9b,"""2026-07-04T10:57:25.928Z""",2026-07-04T10:57:25.928000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
bc22f265-b383-40b3-bb49-159364b82f1d,"""2026-07-04T10:56:59.557Z""",2026-07-04T10:56:59.557000,success,00000,,,,"checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.512 s, sync=0.002 s, total=1.526 s; sync files=16, longest=0.002 s, average=0.001 s; distance=16383 kB, estimate=35345 kB; lsn=4/87000080, redo lsn=4/87000028",{},[],postgres,0,null,[],null
2502be10-8b00-4bf6-bd9a-8662915391a3,"""2026-07-04T10:56:58.034Z""",2026-07-04T10:56:58.034000,success,00000,,,,checkpoint starting: time,{},[],postgres,0,null,[],null
138d103d-e774-406c-8481-acd50025bd67,"""2026-07-04T10:56:25.840Z""",2026-07-04T10:56:25.840000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
868809df-af49-47b6-9a19-0d11b71f8806,"""2026-07-04T10:55:25.869Z""",2026-07-04T10:55:25.869000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
bc2b8ab1-7b87-402e-8897-18c387de9797,"""2026-07-04T10:54:25.854Z""",2026-07-04T10:54:25.854000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
d8779929-4dfe-4a90-a50d-79ab04cbe4ff,"""2026-07-04T10:53:25.898Z""",2026-07-04T10:53:25.898000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
14d701f3-7922-4ece-9bd9-4ac5cb0e13ad,"""2026-07-04T10:53:15.319Z""",2026-07-04T10:53:15.319000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
4437897e-085f-4d2b-9d88-d898fe174f6e,"""2026-07-04T10:53:15.261Z""",2026-07-04T10:53:15.261000,success,00000,,,,connection received: host=2406:da18:96a:8201:c468:32cc:f5fe:67b0 port=60010,{},[],postgres,0,null,[],null
078e9654-ce26-41b7-80e1-eadba1913857,"""2026-07-04T10:52:40.387Z""",2026-07-04T10:52:40.387000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
add88f0e-e268-4e6a-a691-70ace3eae2a2,"""2026-07-04T10:52:38.055Z""",2026-07-04T10:52:38.055000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
6238791c-b436-4391-a4e5-c493a4dc337c,"""2026-07-04T10:52:38.007Z""",2026-07-04T10:52:38.007000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
54632714-28ca-4d07-abce-f4919743a38d,"""2026-07-04T10:52:37.973Z""",2026-07-04T10:52:37.973000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
c0c5e0fd-2f1f-4e45-99a9-e6807e127787,"""2026-07-04T10:52:37.935Z""",2026-07-04T10:52:37.935000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
e0de2798-7fc9-44e5-93e0-679bbb396040,"""2026-07-04T10:52:37.850Z""",2026-07-04T10:52:37.850000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
5184ec0e-35e8-41ba-9bb2-77789bda21ab,"""2026-07-04T10:52:37.833Z""",2026-07-04T10:52:37.833000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
677c96ba-3645-4ceb-bf62-2995ef5e50b6,"""2026-07-04T10:52:37.741Z""",2026-07-04T10:52:37.741000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
86e0062c-981f-4b4a-a0c8-a4b5c3a0b78b,"""2026-07-04T10:52:37.693Z""",2026-07-04T10:52:37.693000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
cc9f93a6-50d1-4c72-b90e-6fd67642cebc,"""2026-07-04T10:52:37.680Z""",2026-07-04T10:52:37.680000,success,00000,,,,connection received: host=2406:da18:96a:8200:8dab:9971:c939:4fa9 port=47582,{},[],postgres,0,null,[],null
a42af1b1-7532-420a-aabf-0fcea3f6759d,"""2026-07-04T10:52:25.928Z""",2026-07-04T10:52:25.928000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
9c52042c-5339-4b07-b11b-19bdfdecf806,"""2026-07-04T10:52:04.867Z""",2026-07-04T10:52:04.867000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
11569091-98c8-4dbe-9829-4839f4547ac1,"""2026-07-04T10:52:04.853Z""",2026-07-04T10:52:04.853000,success,00000,,,,connection received: host=2406:da18:96a:8201:ab07:7332:c371:98f8 port=45100,{},[],postgres,0,null,[],null
8e9394ae-1769-45a9-b502-31154fedb860,"""2026-07-04T10:52:02.377Z""",2026-07-04T10:52:02.377000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
0076ff08-517c-4b1c-867d-6875cd37bff2,"""2026-07-04T10:52:02.360Z""",2026-07-04T10:52:02.360000,success,00000,,,,connection received: host=2406:da18:96a:8200:1f7c:2779:2ec8:e394 port=51390,{},[],postgres,0,null,[],null
753c3c77-6bab-4152-ab46-11ba875a048f,"""2026-07-04T10:52:00.745Z""",2026-07-04T10:52:00.745000,success,00000,,,,"checkpoint complete: wrote 28 buffers (0.1%); 0 WAL file(s) added, 0 removed, 4 recycled; write=2.622 s, sync=0.004 s, total=2.657 s; sync files=26, longest=0.003 s, average=0.001 s; distance=32766 kB, estimate=37452 kB; lsn=4/860000B8, redo lsn=4/86000060",{},[],postgres,0,null,[],null
8e72b3b3-8588-4fa8-92a7-1cfefdd1d637,"""2026-07-04T10:51:58.089Z""",2026-07-04T10:51:58.089000,success,00000,,,,checkpoint starting: time,{},[],postgres,0,null,[],null
c4663ac3-9cb1-481c-96b9-5e326a9cd274,"""2026-07-04T10:51:25.882Z""",2026-07-04T10:51:25.882000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
45988f10-cbd9-48cd-a3e6-944503979e17,"""2026-07-04T10:51:13.951Z""",2026-07-04T10:51:13.951000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
cd689bf1-3e58-40e1-90ca-f95b839b24db,"""2026-07-04T10:51:11.147Z""",2026-07-04T10:51:11.147000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
8736ec69-08e9-4c62-9a40-fbcbd1ad8861,"""2026-07-04T10:51:11.143Z""",2026-07-04T10:51:11.143000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
a75d8f7f-bd1f-4fd0-8da8-d72fa9f77a2c,"""2026-07-04T10:51:11.047Z""",2026-07-04T10:51:11.047000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
f4643b61-9cb8-486a-908b-21f8d9a62f13,"""2026-07-04T10:51:11.029Z""",2026-07-04T10:51:11.029000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
60c862f5-9281-413c-a0b8-3e154f5ed7dd,"""2026-07-04T10:51:11.011Z""",2026-07-04T10:51:11.011000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
735a7580-0902-43fe-8e2a-e308987bbd43,"""2026-07-04T10:51:10.985Z""",2026-07-04T10:51:10.985000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
9384bd2b-5834-451c-aa62-85a085f50991,"""2026-07-04T10:51:10.973Z""",2026-07-04T10:51:10.973000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
6589c3e7-74c4-4646-ace6-b2ba6b4b3dc9,"""2026-07-04T10:51:10.950Z""",2026-07-04T10:51:10.950000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
6fddb066-6e2c-465c-be48-df76384ccfc0,"""2026-07-04T10:51:10.936Z""",2026-07-04T10:51:10.936000,success,00000,,,,connection received: host=2406:da18:96a:8201:c468:32cc:f5fe:67b0 port=35544,{},[],postgres,0,null,[],null
f7e53a35-2e5f-456f-b37e-87893a1314ef,"""2026-07-04T10:51:10.911Z""",2026-07-04T10:51:10.911000,success,00000,,,,connection received: host=2406:da18:96a:8200:d009:716d:5cc:b160 port=50750,{},[],postgres,0,null,[],null
e5b887d6-ff5e-4f83-9065-3976a04a1693,"""2026-07-04T10:50:28.144Z""",2026-07-04T10:50:28.144000,success,00000,,,,connection received: host=2406:da18:19fc:1d01:7440:477a:e333:b432 port=35814,{},[],postgres,0,null,[],null
23b951e3-0d82-41df-acc5-6674e3c4ac7c,"""2026-07-04T10:50:28.143Z""",2026-07-04T10:50:28.143000,success,00000,,,,connection received: host=2406:da18:19fc:1d01:7440:477a:e333:b432 port=35828,{},[],postgres,0,null,[],null
d2032e82-09b6-4d4f-8bda-bc5a11fe3ecb,"""2026-07-04T10:50:28.143Z""",2026-07-04T10:50:28.143000,success,00000,,,,connection received: host=2406:da18:19fc:1d01:7440:477a:e333:b432 port=35802,{},[],postgres,0,null,[],null
6247f770-87fd-441f-a549-39723f1c57e2,"""2026-07-04T10:50:28.142Z""",2026-07-04T10:50:28.142000,success,00000,,,,connection received: host=2406:da18:19fc:1d01:7440:477a:e333:b432 port=35804,{},[],postgres,0,null,[],null
9fc3a1ed-e7c3-41d8-8d58-b575b590f7f4,"""2026-07-04T10:50:26.586Z""",2026-07-04T10:50:26.586000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
30324869-a69d-4fb7-a888-8d2a42aed582,"""2026-07-04T10:50:26.305Z""",2026-07-04T10:50:26.305000,success,200,POST,,/auth/v1/token,"POST | 200 | https://xayqnpkpgyuytlfpphxi.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
35609562-3e76-41b1-a5d6-0760e804171a,"""2026-07-04T10:50:26.058Z""",2026-07-04T10:50:26.058000,success,200,OPTIONS,,/auth/v1/token,"OPTIONS | 200 | https://xayqnpkpgyuytlfpphxi.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
ed511abb-4de2-456d-b1f6-2f682e55f2e5,"""2026-07-04T10:49:43.370Z""",2026-07-04T10:49:43.370000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
0b14acfd-8196-4506-a500-93bc672421ec,"""2026-07-04T10:49:39.829Z""",2026-07-04T10:49:39.829000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
786eca26-2ea0-46b3-bc11-e84cf20e0d2b,"""2026-07-04T10:49:39.823Z""",2026-07-04T10:49:39.823000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
6fe98466-bcf1-4c95-badd-f61c28eb00dd,"""2026-07-04T10:49:39.810Z""",2026-07-04T10:49:39.810000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
352be2ed-31d8-4aa6-9be6-f41d71bdae77,"""2026-07-04T10:49:39.796Z""",2026-07-04T10:49:39.796000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
c18436d0-5a8a-4e56-a1fd-de79dd1b20cb,"""2026-07-04T10:49:39.791Z""",2026-07-04T10:49:39.791000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
feecffe4-f667-4942-a432-46e58dc8c95a,"""2026-07-04T10:49:39.783Z""",2026-07-04T10:49:39.783000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
96728c5d-29ac-4878-8bac-18430686840c,"""2026-07-04T10:49:39.710Z""",2026-07-04T10:49:39.710000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
925a5742-d0d6-49d6-baa1-21dd2e9437e0,"""2026-07-04T10:49:39.705Z""",2026-07-04T10:49:39.705000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
2502cd64-c7b4-4566-a60d-101a05b6ae89,"""2026-07-04T10:49:25.862Z""",2026-07-04T10:49:25.862000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
8c0b11d4-7f71-4376-b0ad-8d911106ba19,"""2026-07-04T10:48:25.853Z""",2026-07-04T10:48:25.853000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
1bfc1b99-85bd-4015-bce0-aee340b5292c,"""2026-07-04T10:47:25.835Z""",2026-07-04T10:47:25.835000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
bdbf76e8-da2f-4db5-9c04-9246f0e69610,"""2026-07-04T10:46:59.736Z""",2026-07-04T10:46:59.736000,success,00000,,,,"checkpoint complete: wrote 18 buffers (0.1%); 0 WAL file(s) added, 0 removed, 1 recycled; write=1.614 s, sync=0.004 s, total=1.637 s; sync files=17, longest=0.003 s, average=0.001 s; distance=32769 kB, estimate=37973 kB; lsn=4/840005A8, redo lsn=4/84000550",{},[],postgres,0,null,[],null
2a523695-fd3c-42da-9850-52cac61d756d,"""2026-07-04T10:46:58.100Z""",2026-07-04T10:46:58.100000,success,00000,,,,checkpoint starting: time,{},[],postgres,0,null,[],null
d3731413-81cb-40b1-9fb9-a6225e4d5f5c,"""2026-07-04T10:46:52.890Z""",2026-07-04T10:46:52.890000,success,00000,,,,connection received: host=2406:da18:19fc:1d00:9c13:b288:547c:b140 port=35736,{},[],postgres,0,null,[],null
97beb52c-c573-4123-81f0-b612a8324276,"""2026-07-04T10:46:26.023Z""",2026-07-04T10:46:26.023000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
